job_title,company_name,city,search_keyword,salary_raw,salary_min,salary_max,education,experience,duration,company_size,industry,url,city_clean,company_size_clean,salary_valid,salary_mid,salary_tier,edu_score,competitiveness_score
后端开发实习生-音乐,,北京,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_6bxbbexvvviy,北京,50人以下,TRUE,11,10-15k,2,0.8
AI开发实习生-抖音研发,,北京,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_s4tcqfmeu5h3,北京,50人以下,TRUE,11,10-15k,2,0.8
后端开发实习生-剪映0ap001,,北京,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_3dpvsmyr8hnm,北京,50人以下,TRUE,11,10-15k,2,0.8
后端开发实习生-抖音服务架构,,北京,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_motragejpogx,北京,50人以下,TRUE,11,10-15k,2,0.8
后端开发实习生-抖音研发（北京/上海/深圳）,,北京,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_cdmujcvzrqad,北京,50人以下,TRUE,11,10-15k,2,0.8
AI开发实习生-抖音研发,,北京,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_ccfcvy57ylyq,北京,50人以下,TRUE,11,10-15k,2,0.8
客户端开发实习生-剪映,,北京,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_wex2xrbuzckn,北京,50人以下,TRUE,11,10-15k,2,0.8
前端开发实习生-抖音研发（北京/上海/深圳）,,北京,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_ozoxjfiqy5wd,北京,50人以下,TRUE,11,10-15k,2,0.8
客户端开发实习生-抖音研发（北京/上海/深圳）,,北京,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_14nxytq6gwip,北京,50人以下,TRUE,11,10-15k,2,0.8
【拼多多集团】2027届服务端研发实习生,,上海,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_gvo9umg56xup,上海,50人以下,TRUE,11,10-15k,2,0.8
数据开发实习生-用户增长(北京/上海）,,上海,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_zrsppjbsmb43,上海,50人以下,TRUE,11,10-15k,2,0.8
客户端开发实习生-剪映,,广州,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_iqj2bzj1cdiz,广州,50人以下,TRUE,11,10-15k,2,0.8
后端开发实习生-剪映0ap001,,广州,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_gxela1ua5kgo,广州,50人以下,TRUE,11,10-15k,2,0.8
后端开发实习生-抖音服务架构,,广州,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_bvf7ihmvnalk,广州,50人以下,TRUE,11,10-15k,2,0.8
后端开发实习生-剪映0ap001,,深圳,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_swtlnekj3fzh,深圳,50人以下,TRUE,11,10-15k,2,0.8
后端开发实习生-抖音服务架构,,深圳,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_nli75jrvybe5,深圳,50人以下,TRUE,11,10-15k,2,0.8
后端开发实习生-用户增长（05er 9r0w1h）,,深圳,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_wn1y1dra9vhk,深圳,50人以下,TRUE,11,10-15k,2,0.8
客户端开发实习生-剪映,,深圳,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_9olcjr1ttniz,深圳,50人以下,TRUE,11,10-15k,2,0.8
前端开发实习生-用户增长（05er 9r0w1h）,,深圳,Java开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_jrrloi61a3mp,深圳,50人以下,TRUE,11,10-15k,2,0.8
算法实习生-抖音研发,,上海,后端开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_6ayft5jb6jof,上海,50人以下,TRUE,11,10-15k,2,0.8
8端产品实习生（平台产品）-抖音生活服务 招,,上海,客户端开发,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_nbka8ljxfs32,上海,50人以下,TRUE,11,10-15k,2,0.8
推荐产品实习生-抖音电商,,上海,推荐算法,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_h6tsmcrf1o0t,上海,50人以下,TRUE,11,10-15k,2,0.8
推荐产品实习生-抖音电商,,上海,推荐算法,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_yhvc8w4aut5i,上海,50人以下,TRUE,11,10-15k,2,0.8
推荐策略产品实习生-抖音电商,,上海,推荐算法,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_pvrndhezpbbn,上海,50人以下,TRUE,11,10-15k,2,0.8
推荐策略产品实习生-抖音电商,,上海,推荐算法,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_22yoib8cdcbo,上海,50人以下,TRUE,11,10-15k,2,0.8
豆包AI大模型产品实习生-火山方舟,,上海,大模型算法,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_tucdzbeyhtaa,上海,50人以下,TRUE,11,10-15k,2,0.8
产品经理实习生（粉丝圈层方向）-抖音,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_eyzgdcpakntc,北京,50人以下,TRUE,11,10-15k,2,0.8
策略产品经理实习生-抖音电商,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_hprir5p50vud,北京,50人以下,TRUE,11,10-15k,2,0.8
直播AI工具产品经理-11k10k 5h0p,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_hdh4pwbkfjou,北京,50人以下,TRUE,11,10-15k,2,0.8
产品实习生-抖音运营,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_scf8yz4hxvam,北京,50人以下,TRUE,11,10-15k,2,0.8
策略产品实习生-抖音电商,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_jn5x01sxegk5,北京,50人以下,TRUE,11,10-15k,2,0.8
互动策略产品实习生-抖音直播,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_egpirmwdfzio,北京,50人以下,TRUE,11,10-15k,2,0.8
商业化产品实习生-音乐,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_yo4ork0vkgbj,北京,50人以下,TRUE,11,10-15k,2,0.8
AI产品实习生（广告方向）-抖音生活服务,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_nluk7m8mdnej,北京,50人以下,TRUE,11,10-15k,2,0.8
产品实习生（游戏短视频内容理解方向）-11k10k,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_trmywriajh7y,北京,50人以下,TRUE,11,10-15k,2,0.8
抖音小游戏营收产品实习生-抖音,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_72xhzjbcacbd,北京,50人以下,TRUE,11,10-15k,2,0.8
AI产品实习生（商家经营方向）-抖音生活服务,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_r3i4hc64g1y0,北京,50人以下,TRUE,11,10-15k,2,0.8
短剧产品实习生-11k10k,,北京,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_lxln99l5vuoa,北京,50人以下,TRUE,11,10-15k,2,0.8
用户产品经理实习生-11k10k 5h0p（有转正机会）,,上海,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_1optsjq4oz2l,上海,50人以下,TRUE,11,10-15k,2,0.8
直播AI工具产品经理-11k10k 5h0p,,上海,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_ccmbmqyy5e8b,上海,50人以下,TRUE,11,10-15k,2,0.8
商业化产品实习生-11k10k,,上海,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_ppnjqhyfsimo,上海,50人以下,TRUE,11,10-15k,2,0.8
策略产品实习生-抖音电商,,上海,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_91zwnutoyxse,上海,50人以下,TRUE,11,10-15k,2,0.8
店铺产品实习生-抖音电商,,上海,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_iljzjnwqr0jm,上海,50人以下,TRUE,11,10-15k,2,0.8
AI产品实习生（商家经营方向）-抖音生活服务,,上海,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_pcpktralg4fl,上海,50人以下,TRUE,11,10-15k,2,0.8
AI产品实习生（广告方向）-抖音生活服务,,上海,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_tsh2e6xjmnje,上海,50人以下,TRUE,11,10-15k,2,0.8
AI产品实习生-火山方舟,,上海,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_0jgyey0p2yag,上海,50人以下,TRUE,11,10-15k,2,0.8
交易应用产品实习生-抖音生活服务,,上海,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_51t6yvydcd9x,上海,50人以下,TRUE,11,10-15k,2,0.8
AI 产品实习生-11k10k,,上海,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_umms7mqrebbn,上海,50人以下,TRUE,11,10-15k,2,0.8
用户增长补贴策略实习生- 11k10k 5h0p,,上海,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_c8ldyoxm517s,上海,50人以下,TRUE,11,10-15k,2,0.8
游戏平台产品实习生-抖音游戏,,深圳,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_toug9erfogkl,深圳,50人以下,TRUE,11,10-15k,2,0.8
AI产品实习生（AI分身）-抖音社交与互动,,深圳,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_qzbzqqljoc7x,深圳,50人以下,TRUE,11,10-15k,2,0.8
用户产品实习生-今日头条,,深圳,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_7wwff4owb78c,深圳,50人以下,TRUE,11,10-15k,2,0.8
商家产品实习生-抖音电商,,杭州,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_h2bjw4egllox,杭州,50人以下,TRUE,11,10-15k,2,0.8
日本商家产品实习生-11k10k 5h0p,,杭州,产品经理,500-500,11,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_s80uiq9euq2f,杭州,50人以下,TRUE,11,10-15k,2,0.8
【拼多多集团】2027届算法实习生,,上海,后端开发,500-500,11,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_fmff4dzvza6k,上海,50人以下,TRUE,11,10-15k,3,0.7
搜索/推荐产品实习生-11k10k 5h0p（有转正机会）,,上海,推荐算法,500-500,11,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_enlwgpsi32hx,上海,50人以下,TRUE,11,10-15k,3,0.7
商家达人服务AI产品实习生-11k10k 5h0p（有转正机会）,,北京,产品经理,500-500,11,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_skujwkwere6z,北京,50人以下,TRUE,11,10-15k,3,0.7
欧美内容电商产品经理实习生-11k10k 5h0p（有转正机会）,,上海,产品经理,500-500,11,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_nsu2k2e4laba,上海,50人以下,TRUE,11,10-15k,3,0.7
数据标注-西语标注/翻译方向,,深圳,数据分析,400-500,8.8,11,不限,不限,不限,150-500人,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_fnbebezeldqy,深圳,150-500人,TRUE,9.9,6-10k,0,0.94
新加坡产品经理实习生（产品设计方向）,,深圳,产品经理,400-500,8.8,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_xqoyh3ra9enw,深圳,50人以下,TRUE,9.9,6-10k,0,0.94
校区线下活动运营,,成都,产品运营,400-500,8.8,11,不限,不限,不限,500-2000人,教育/培训,https://www.shixiseng.com/intern/inn_oj9zlxdsuslz,成都,50人以下,TRUE,9.9,6-10k,0,0.94
人工智能开发实习生-大外资企业,,上海,Java开发,400-500,8.8,11,本科,不限,不限,500-2000人,企业服务/咨询,https://www.shixiseng.com/intern/inn_bmsb6tshxjsp,上海,50人以下,TRUE,9.9,6-10k,2,0.74
视觉算法实习生(198776),,北京,后端开发,400-500,8.8,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_bnojblj5vnsg,北京,50人以下,TRUE,9.9,6-10k,2,0.74
数据算法实习生,,上海,算法工程师,400-500,8.8,11,本科,不限,不限,2000人以上,汽车/机械/制造,https://www.shixiseng.com/intern/inn_nymihgzmmuh1,上海,50人以下,TRUE,9.9,6-10k,2,0.74
数据分析师,,上海,数据分析,400-500,8.8,11,本科,不限,不限,150-500人,企业服务/咨询,https://www.shixiseng.com/intern/inn_uupjwlo0lgpn,上海,150-500人,TRUE,9.9,6-10k,2,0.74
AI产品实习生-Da1a AM1,,北京,产品经理,400-500,8.8,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_cua3nqyhgeop,北京,50人以下,TRUE,9.9,6-10k,2,0.74
人脸表情识别研究生,,北京,后端开发,400-500,8.8,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_kx9wgbxlm7vr,北京,50人以下,TRUE,9.9,6-10k,3,0.64
人脸识别算法研究——实习生,,北京,后端开发,400-500,8.8,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_we7cliyfpgol,北京,50人以下,TRUE,9.9,6-10k,3,0.64
具身智能数据算法实习生,,北京,后端开发,400-500,8.8,11,硕士,不限,不限,50-150人,电子/通信/硬件,https://www.shixiseng.com/intern/inn_bpc6zncqlezu,北京,50-150人,TRUE,9.9,6-10k,3,0.64
机器人运控算法工程师,,北京,后端开发,400-500,8.8,11,硕士,不限,不限,50-150人,电子/通信/硬件,https://www.shixiseng.com/intern/inn_y1b388i1t7lc,北京,50-150人,TRUE,9.9,6-10k,3,0.64
策略部-算法实习生,,北京,后端开发,400-500,8.8,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_23lpcblsuzm4,北京,50人以下,TRUE,9.9,6-10k,3,0.64
广告反作弊算法实习生-【商业化】,,北京,后端开发,400-500,8.8,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_hh1r480hnxp7,北京,50人以下,TRUE,9.9,6-10k,3,0.64
A190算法实习生（视频生成方向）,,北京,后端开发,400-500,8.8,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_hcwlyq0q8tru,北京,50人以下,TRUE,9.9,6-10k,3,0.64
具身智能数据算法实习生,,上海,后端开发,400-500,8.8,11,硕士,不限,不限,50-150人,电子/通信/硬件,https://www.shixiseng.com/intern/inn_ssxncypuchwj,上海,50-150人,TRUE,9.9,6-10k,3,0.64
多模态交互研究实习生,,上海,后端开发,400-500,8.8,11,硕士,不限,不限,150-500人,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_i9v3ch4habwz,上海,150-500人,TRUE,9.9,6-10k,3,0.64
仿真场景算法实习生(A113963),,上海,后端开发,400-500,8.8,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_7ub57pkhg2mn,上海,50人以下,TRUE,9.9,6-10k,3,0.64
多模态大模型应用算法实习生,,深圳,后端开发,400-500,8.8,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_ouba9tbtflso,深圳,50人以下,TRUE,9.9,6-10k,3,0.64
游戏AI算法实习生-【游戏事业部】,,杭州,后端开发,400-500,8.8,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_9wmfnbqow9ns,杭州,50人以下,TRUE,9.9,6-10k,3,0.64
大模型算法实习生-【商业化】,,杭州,后端开发,400-500,8.8,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_j4wgm0lhfofr,杭州,50人以下,TRUE,9.9,6-10k,3,0.64
金融事业部-风控算法实习生,,北京,算法工程师,400-500,8.8,11,硕士,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_hiiygkoz4j45,北京,50人以下,TRUE,9.9,6-10k,3,0.64
研究型实习生·AI 1n1ra/多模态推理方向,,上海,算法工程师,400-500,8.8,11,硕士,不限,不限,少于15人,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_rfr8miz7jiap,上海,50人以下,TRUE,9.9,6-10k,3,0.64
大模型算法实习生（效果广告）-【商业化】（杭州）,,杭州,后端开发,363-454,8,10,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_esnd3lql0pdc,杭州,50人以下,TRUE,9,6-10k,2,0.6909
"【27届实习】搜索/推荐/广告系统工程师（Java方向,偏工程）(A211578)",,上海,Java开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_pymyyldhhapr,上海,50人以下,TRUE,8.8,6-10k,0,0.88
【27届实习】可观测性后端研发工程师（全栈）(A179112),,上海,Java开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_s1ngw4q6dvmj,上海,50人以下,TRUE,8.8,6-10k,0,0.88
【27届暑期】算子库开发实习生,,上海,Java开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_rj3lqfwqypep,上海,50人以下,TRUE,8.8,6-10k,0,0.88
【27届实习】运维开发工程师(A00984),,上海,Java开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_u8rdvfljegcr,上海,50人以下,TRUE,8.8,6-10k,0,0.88
【27届实习】数仓开发工程师(A104224),,上海,Java开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_ouuvqvmkslrj,上海,50人以下,TRUE,8.8,6-10k,0,0.88
【27届实习】901an0开发工程师(A09106),,上海,Java开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_cboizpfi2tn0,上海,50人以下,TRUE,8.8,6-10k,0,0.88
【27届实习】应用安全开发工程师(A124956),,上海,Java开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_qvdofjttrkmz,上海,50人以下,TRUE,8.8,6-10k,0,0.88
0++高级开发工程师,,杭州,Java开发,300-500,6.6,11,不限,不限,不限,15-50人,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_blafr4q87zl3,杭州,15-50人,TRUE,8.8,6-10k,0,0.88
后端实习生,,南京,Java开发,300-500,6.6,11,不限,不限,不限,50-150人,电子/通信/硬件,https://www.shixiseng.com/intern/inn_tjm0xeclzosg,南京,50-150人,TRUE,8.8,6-10k,0,0.88
大模型算法实习生,,北京,后端开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_tz6ltpb9vcji,北京,50人以下,TRUE,8.8,6-10k,0,0.88
广告算法实习生,,北京,后端开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_dyirtel9pzss,北京,50人以下,TRUE,8.8,6-10k,0,0.88
算法实习生,,北京,后端开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_hm3hyqvpy7v1,北京,50人以下,TRUE,8.8,6-10k,0,0.88
数据挖掘实习生,,全国,后端开发,300-500,6.6,11,不限,不限,不限,50-150人,电子/通信/硬件,https://www.shixiseng.com/intern/inn_8lm7zdfctifv,全国,50-150人,TRUE,8.8,6-10k,0,0.88
目标检测算法实习生,,上海,后端开发,300-500,6.6,11,不限,不限,不限,500-2000人,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_ncs5t6q6flmo,上海,50人以下,TRUE,8.8,6-10k,0,0.88
【27届实习】算法策略工程师(A11971),,上海,后端开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_gmkatvt9d9vj,上海,50人以下,TRUE,8.8,6-10k,0,0.88
多模态AI工程师,,上海,后端开发,300-500,6.6,11,不限,不限,不限,500-2000人,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_oaw7ekqdkpwc,上海,50人以下,TRUE,8.8,6-10k,0,0.88
【27届实习】数据应用研发工程师(A147541),,上海,后端开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_ulppmyqzx9of,上海,50人以下,TRUE,8.8,6-10k,0,0.88
算法研究员,,杭州,后端开发,300-500,6.6,11,不限,不限,不限,15-50人,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_odt3jlwktbo0,杭州,15-50人,TRUE,8.8,6-10k,0,0.88
【27届实习】大数据套件研发工程师-杭州(A62068),,长沙,后端开发,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_qu2vehg4tgxg,长沙,50人以下,TRUE,8.8,6-10k,0,0.88
算法实习生（孵化）-【主站】,,北京,算法工程师,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_v9zl9nx4e3ur,北京,50人以下,TRUE,8.8,6-10k,0,0.88
【27届实习】5RE(系统可靠性工程师)(A73401),,上海,算法工程师,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_cbxrynmaybr2,上海,50人以下,TRUE,8.8,6-10k,0,0.88
【27届实习】数据安全工程师(A01412),,上海,算法工程师,300-500,6.6,11,不限,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_smbhvsh84hqv,上海,50人以下,TRUE,8.8,6-10k,0,0.88
材料工程师,,长沙,算法工程师,300-500,6.6,11,不限,不限,不限,少于15人,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_xqdpa00k74ae,长沙,50人以下,TRUE,8.8,6-10k,0,0.88
5p55数据分析师,,北京,数据分析,300-500,6.6,11,不限,不限,不限,150-500人,企业服务/咨询,https://www.shixiseng.com/intern/inn_qrwf7swscvrb,北京,150-500人,TRUE,8.8,6-10k,0,0.88
课程顾问,,武汉,产品经理,300-500,6.6,11,不限,不限,不限,50-150人,教育/培训,https://www.shixiseng.com/intern/inn_wjwabbnpfvsc,武汉,50-150人,TRUE,8.8,6-10k,0,0.88
8D实习生,,成都,产品运营,300-500,6.6,11,不限,不限,不限,15-50人,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_tfcp46tlfwat,成都,15-50人,TRUE,8.8,6-10k,0,0.88
软件工程师,,成都,Java开发,300-500,6.6,11,大专,不限,不限,15-50人,不限,https://www.shixiseng.com/intern/inn_vxogea5x9s8k,成都,15-50人,TRUE,8.8,6-10k,1,0.78
Java开发实习生-【主站】,,北京,Java开发,300-500,6.6,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_fvaraaahnk6k,北京,50人以下,TRUE,8.8,6-10k,2,0.68
量化开发工程师,,北京,Java开发,300-500,6.6,11,本科,不限,不限,15-50人,金融/经济/投资/财会,https://www.shixiseng.com/intern/inn_fufloduwexhd,北京,15-50人,TRUE,8.8,6-10k,2,0.68
AI应用开发,,北京,Java开发,300-500,6.6,11,本科,不限,不限,50-150人,电子/通信/硬件,https://www.shixiseng.com/intern/inn_eumnorb3ga0a,北京,50-150人,TRUE,8.8,6-10k,2,0.68
服务端工程师实习生,,北京,Java开发,300-500,6.6,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_lorsnpfvmusw,北京,50人以下,TRUE,8.8,6-10k,2,0.68
大模型开发,,北京,Java开发,300-500,6.6,11,本科,不限,不限,50-150人,电子/通信/硬件,https://www.shixiseng.com/intern/inn_hxtybjoirldo,北京,50-150人,TRUE,8.8,6-10k,2,0.68
大模型开发,,北京,Java开发,300-500,6.6,11,本科,不限,不限,50-150人,电子/通信/硬件,https://www.shixiseng.com/intern/inn_5i1rbi06nk0p,北京,50-150人,TRUE,8.8,6-10k,2,0.68
大模型开发,,北京,Java开发,300-500,6.6,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_6atugslz7jxy,北京,50人以下,TRUE,8.8,6-10k,2,0.68
AI应用开发,,北京,Java开发,300-500,6.6,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_xwwgb1khytrc,北京,50人以下,TRUE,8.8,6-10k,2,0.68
105开发实习生,,北京,Java开发,300-500,6.6,11,本科,不限,不限,50-150人,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_dhtmbndynzfn,北京,50-150人,TRUE,8.8,6-10k,2,0.68
混合云开发测试（1100064）,,北京,Java开发,300-500,6.6,11,本科,不限,不限,2000人以上,互联网/游戏/软件,https://www.shixiseng.com/intern/inn_bvai7zuv3zp6,北京,50人以下,TRUE,8.8,6-10k,2,0.68
